Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Discounted_Sale,Cost,Profit,Quantity,Discount,Actual_Sale
CA-2014-169460,2014-04-19,2014-04-21,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,West,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,49.49,26.649,3,0%,76.14
US-2015-152128,2015-05-25,2015-05-27,Second Class,NM-18445,Nathan Mautz,Home Office,United States,Wichita,Kansas,Central,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,13.17,8.0712,3,0%,21.24
US-2015-152128,2015-05-25,2015-05-27,Second Class,NM-18445,Nathan Mautz,Home Office,United States,Wichita,Kansas,Central,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,127.96,67.82,60.1412,2,0%,127.96
CA-2017-126662,2017-07-17,2017-07-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Los Angeles,California,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,389.99,89.997,2,20%,599.98
CA-2016-139395,2016-12-12,2016-12-18,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93,473.71,184.2204,7,0%,657.93
CA-2016-139395,2016-12-12,2016-12-18,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,24.78,8.7048,4,0%,33.48
CA-2016-139395,2016-12-12,2016-12-18,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,13.9,10.29,3.614,5,0%,13.9
CA-2016-139395,2016-12-12,2016-12-18,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,26.86,20.15,6.715,2,0%,26.86
US-2014-121734,2014-04-11,2014-04-16,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Lewiston,Idaho,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,6.23,3.3544,1,20%,11.98
CA-2015-110947,2015-06-09,2015-06-15,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Hampton,Virginia,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,56.55,56.55,3,0%,113.1
US-2014-150126,2014-07-27,2014-08-02,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,New York City,New York,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,65.78,33.55,32.2322,11,0%,65.78
CA-2015-164427,2015-07-31,2015-08-06,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,239.7,134.23,105.468,6,0%,239.7
CA-2016-120250,2016-09-19,2016-09-22,First Class,AP-10720,Anne Pryor,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,25.632,21.79,3.8448,3,20%,32.04
CA-2016-121993,2016-06-10,2016-06-12,First Class,JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.616,15.65,7.9704,8,20%,29.52
US-2016-100405,2016-08-26,2016-08-28,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,4.46,3.7996,2,0%,8.26
US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,38.29,38.29,7,0%,76.58
US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,8.8,4.58,4.224,5,0%,8.8
US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,383.73,206.6232,6,20%,737.94
US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,5.41,0.1674,3,0%,5.58
US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,West,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,25.02,14.51,10.5084,3,0%,25.02
US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,452.55,429.92,22.6275,7,0%,452.55
CA-2016-129868,2016-12-26,2016-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,17.76,12.79,4.9728,2,0%,17.76
CA-2016-129868,2016-12-26,2016-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,272.15,30.2384,2,20%,377.98
CA-2016-129868,2016-12-26,2016-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",146.352,151.84,-5.4882,3,20%,182.94
CA-2016-129868,2016-12-26,2016-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,5.85,2.054,2,0%,7.9
CA-2016-129868,2016-12-26,2016-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,868.86,33.8517,3,20%,1128.39
CA-2016-129868,2016-12-26,2016-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,38.86,15.1116,3,0%,53.97
CA-2016-140564,2016-12-05,2016-12-10,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,20.69,13.2288,8,0%,33.92
US-2017-169502,2017-08-28,2017-09-01,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,21.81,15.92,5.8887,3,0%,21.81
US-2017-169502,2017-08-28,2017-09-01,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,65.04,26.564,5,0%,91.6
CA-2015-146948,2015-07-16,2015-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,East,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,107.2,43.7842,1,0%,150.98
CA-2015-146948,2015-07-16,2015-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,74.12,63.135,9,0%,137.25
CA-2015-146948,2015-07-16,2015-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,6.11,5.4144,4,0%,11.52
US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,12.33,5.9384,1,20%,22.84
US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,South,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,153.728,99.92,53.8048,4,20%,192.16
US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,12.224,7.79,4.4312,2,20%,15.28
US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,117.56,50.3832,7,20%,209.93
CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,45.99,32.65,13.3371,1,0%,45.99
CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,374.79,160.623,3,0%,535.41
CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,4.04,2.0574,2,20%,7.62
CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,45.36,23.59,21.7728,7,0%,45.36
US-2017-141852,2017-11-09,2017-11-14,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Oceanside,California,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,26.39,20.7328,8,0%,47.12
CA-2016-109407,2016-01-24,2016-01-26,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,15.68,15.68,4,0%,31.36
US-2017-165953,2016-12-31,2017-01-06,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,South,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,44.04,3.5712,3,20%,59.52
US-2017-165953,2016-12-31,2017-01-06,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,South,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,23.48,15.26,8.218,5,20%,29.35
CA-2016-144540,2016-09-05,2016-09-10,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,229.18,-166.3935,3,80%,313.95
CA-2016-144540,2016-09-05,2016-09-10,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,24.17,4.266,9,20%,35.55
CA-2015-159863,2015-09-04,2015-09-07,Second Class,DS-13180,David Smith,Corporate,United States,Houston,Texas,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,127.66,6.7188,3,20%,167.97
CA-2015-117800,2015-09-21,2015-09-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,East,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,589.9,442.43,147.475,2,0%,589.9
CA-2015-117800,2015-09-21,2015-09-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,401.78,141.1644,3,0%,542.94
CA-2017-145219,2017-12-24,2017-12-25,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,1871.97,1007.9832,6,20%,3599.94
CA-2017-145219,2017-12-24,2017-12-25,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,56.55,33.93,3,20%,113.1
CA-2015-161214,2015-10-05,2015-10-08,Second Class,SF-20965,Sylvia Foulston,Corporate,United States,Wilmington,Delaware,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,55.84,21.714,5,0%,77.55
CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,8.832,10.82,-1.9872,3,20%,11.04
CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,South,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,177.536,115.4,62.1376,4,20%,221.92
CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,258.48,261.71,-3.231,2,20%,323.1
CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136,9.9,4.2408,3,20%,17.67
CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,57.39,20.163,5,0%,77.55
CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,17.91,6.9664,2,0%,24.88
CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,101.34,39.41,5,0%,140.75
CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,26.74,9.8901,3,0%,36.63
US-2015-126235,2015-10-15,2015-10-15,Same Day,GA-14725,Guy Armstrong,Consumer,United States,Mount Pleasant,Michigan,Central,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",17.14,10.97,6.1704,2,0%,17.14
CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,51.75,26.91,24.84,5,0%,51.75
CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,112.8,11.1564,3,0%,123.96
CA-2015-130456,2015-08-21,2015-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,551.9,34.494,6,15%,689.88
CA-2015-130456,2015-08-21,2015-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,77.74,3.2392,1,0%,80.98
CA-2017-116288,2017-03-12,2017-03-17,Standard Class,BS-11380,Bill Stewart,Corporate,United States,San Francisco,California,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,233.22,9.7176,3,0%,242.94
CA-2017-168228,2017-04-27,2017-04-29,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,90.46,33.4584,4,0%,123.92
CA-2017-168228,2017-04-27,2017-04-29,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,6.69,5.6994,3,0%,12.39
CA-2017-168228,2017-04-27,2017-04-29,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,35,12.298,2,0%,47.3
CA-2016-102162,2016-09-11,2016-09-16,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,847.96,751.9624,8,0%,1599.92
CA-2016-102162,2016-09-11,2016-09-16,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,5.66,5.4341,1,0%,11.09
CA-2017-130141,2017-10-22,2017-10-24,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,3.168,5.7,-2.5344,4,70%,10.56
CA-2017-130141,2017-10-22,2017-10-24,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,608.09,-28.9568,4,20%,723.92
CA-2015-147501,2015-08-02,2015-08-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.368,4.22,2.1492,2,20%,7.96
CA-2015-147501,2015-08-02,2015-08-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,516.52,41.88,2,20%,698
CA-2016-143910,2016-08-12,2016-08-16,Standard Class,BC-11125,Becky Castell,Home Office,United States,New York City,New York,East,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,153.86,-8.098,2,10%,161.96
CA-2014-146885,2014-05-30,2014-06-05,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Richmond,Virginia,South,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,7.49,6.129,3,0%,13.62
CA-2016-139556,2016-04-26,2016-05-01,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,New York City,New York,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,371.86,62.7822,3,10%,482.94
CA-2017-129357,2017-05-14,2017-05-19,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,440.19,233.3,206.8893,9,0%,440.19
CA-2017-129357,2017-05-14,2017-05-19,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4,62.47,1.932,5,0%,64.4
CA-2017-150987,2017-04-08,2017-04-12,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,129.61,114.9385,5,0%,244.55
CA-2017-150987,2017-04-08,2017-04-12,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,195.76,97.88,97.88,4,0%,195.76
CA-2017-132647,2017-02-17,2017-02-23,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,6,5.7624,2,0%,11.76
CA-2017-132647,2017-02-17,2017-02-23,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,126.5,39.948,5,0%,166.45
CA-2017-159107,2017-06-24,2017-06-26,Second Class,KT-16480,Kean Thornton,Consumer,United States,San Francisco,California,West,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1.53,1.3536,1,0%,2.88
CA-2014-160738,2014-05-05,2014-05-10,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,41.29,3.9592,2,20%,56.56
CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,45.68,14.2272,2,20%,74.88
CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,17.18,6.5164,2,20%,29.62
CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,5.08,2.8884,2,20%,9.96
CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,16.15,2.0475,7,20%,22.75
CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.552,27.9,-0.3444,3,20%,34.44
CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,880.29,-36.1764,6,30%,1205.88
CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,86.35,-9.594,3,20%,95.94
CA-2016-111409,2016-09-18,2016-09-22,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Jacksonville,Florida,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3,1.95,1.05,1,20%,3.75
CA-2016-116232,2016-09-22,2016-09-26,Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,13.51,-6.0048,9,70%,25.02
CA-2016-116232,2016-09-22,2016-09-26,Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",16.56,10.76,5.796,2,20%,20.7
CA-2016-116547,2016-01-10,2016-01-17,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,45.55,34.3656,4,0%,79.92
CA-2016-116547,2016-01-10,2016-01-17,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,56.68,13.2962,2,0%,69.98
US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,11.06,29.86,-18.802,10,80%,55.3
US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,742.66,-119.1918,7,32%,916.86
US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,830.63,-57.951,5,20%,965.85
CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,210.78,72.358,4,10%,314.6
CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,470.61,165.3496,4,0%,635.96
CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,85.67,33.3172,1,0%,118.99
CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,242.92,30.0234,3,0%,272.94
CA-2017-139416,2017-03-27,2017-03-29,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,13.51,1.5008,2,20%,18.76
CA-2014-114510,2014-03-14,2014-03-19,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,21.92,11.1672,4,20%,41.36
